date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:34	4614/4614	---MCZ	200	added ('OK')	text/css	date:Fri,%2027%20Jun%202014%2001:51:42%20GMT	http://themexriver.com/industrial-demo/assets/css/owl.carousel.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/owl.carousel.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:34	1055/1055	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Apr%202016%2010:33:38%20GMT	http://themexriver.com/industrial-demo/assets/css/owl.theme.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/owl.theme.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:35	1729/1729	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20May%202016%2011:35:48%20GMT	http://themexriver.com/industrial-demo/assets/css/slick.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/slick.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:35	3158/3158	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20May%202017%2015:30:06%20GMT	http://themexriver.com/industrial-demo/assets/css/slick-theme.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/slick-theme.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:35	4638/4638	---MCZ	200	added ('OK')	text/css	date:Thu,%2001%20Dec%202016%2021:16:38%20GMT	http://themexriver.com/industrial-demo/assets/css/owl.transitions.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/owl.transitions.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:36	5053/5053	---MCZ	200	added ('OK')	text/css	date:Sat,%2028%20Jan%202017%2017:07:04%20GMT	http://themexriver.com/industrial-demo/assets/css/jquery.fancybox.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/jquery.fancybox.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:36	42839/42839	---MCZ	200	added ('OK')	text/css	date:Sat,%2012%20Nov%202016%2007:30:04%20GMT	http://themexriver.com/industrial-demo/assets/css/jquery.mCustomScrollbar.min.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/jquery.mCustomScrollbar.min.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:37	164366/164366	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20Jan%202018%2019:32:52%20GMT	http://themexriver.com/industrial-demo/assets/css/style.css	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/css/style.css	(from http://themexriver.com/industrial-demo/index.html)
15:10:38	5190/5190	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202017%2016:33:30%20GMT	http://themexriver.com/industrial-demo/assets/images/logo-2.png	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/assets/images/logo-2.png	(from http://themexriver.com/industrial-demo/index.html)
15:10:38	60723/60723	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Jan%202018%2018:54:10%20GMT	http://themexriver.com/industrial-demo/index-2.html	D:/vidya%20project/Template/Calibre%20Template/themexriver.com/industrial-demo/index-2.html	(from http://themexriver.com/industrial-demo/index.html)
